instance,family,activation,dim,modules,H,U_eq_align,OPT_eq_exposed_milp,compression_factor_exact,proof_cell_count,bytes_core_tab,bytes_core_bin,bytes_archive_tab,bytes_archive_tree,bytes_archive_bin,archive_to_core_bin_ratio,bytes_core_per_cell_bin,bytes_archive_per_cell_bin,serialized_node_count_core_tab,serialized_node_count_archive_tree,T_check_core_tab,T_check_core_bin,T_check_archive_tab,T_check_archive_tree,T_check_archive_bin,bytes_tab,bytes_tree,bytes_bin,serialized_node_count_tab,serialized_node_count_tree,T_check,T_check_per_cell
FamilyA_d2_M6_abs_seed0,FamilyA,abs,2,6,6,20,20.0,1.0,20,8754,3604,252046,271023,64119,17.791065482796892,180.2,3205.95,20,101,0.00014913175255060196,9.971670806407928e-05,0.000843580812215805,0.0009035663679242134,0.0009649405255913734,252046,271023,64119,20,101,0.0009649405255913734,4.824702627956867e-05
FamilyA_d2_M6_abs_seed1,FamilyA,abs,2,6,6,18,18.0,1.0,18,7940,3237,226699,244680,58034,17.928328699413036,179.83333333333334,3224.1111111111113,18,95,0.00014088954776525497,9.049661457538605e-05,0.0007418040186166763,0.0007658964022994041,0.0005487101152539253,226699,244680,58034,18,95,0.0005487101152539253,3.048389529188474e-05
FamilyA_d2_M6_abs_seed2,FamilyA,abs,2,6,6,20,19.0,1.0526315789473684,19,8391,3435,251628,271110,64110,18.663755458515283,180.78947368421052,3374.2105263157896,19,102,0.00015192106366157532,9.848643094301224e-05,0.0008390005677938461,0.0008629728108644485,0.0006082635372877121,251628,271110,64110,19,102,0.0006082635372877121,3.201387038356379e-05
FamilyA_d2_M6_maxout_seed0,FamilyA,maxout,2,6,6,18,18.0,1.0,18,7968,3243,375583,393568,83852,25.856305889608386,180.16666666666666,4658.444444444444,18,95,0.00014077965170145035,9.205564856529236e-05,0.0011265333741903305,0.001106039620935917,0.0007590753957629204,375583,393568,83852,18,95,0.0007590753957629204,4.217085532016224e-05
FamilyA_d2_M6_maxout_seed1,FamilyA,maxout,2,6,6,16,16.0,1.0,16,6996,2877,333827,349860,74596,25.928397636426833,179.8125,4662.25,16,85,0.00012758001685142517,8.273590356111526e-05,0.0010314341634511948,0.0009886827319860458,0.0006721373647451401,333827,349860,74596,16,85,0.0006721373647451401,4.2008585296571255e-05
FamilyA_d2_M6_maxout_seed2,FamilyA,maxout,2,6,6,17,17.0,1.0,17,7452,3055,354772,372245,79368,25.979705400981995,179.7058823529412,4668.705882352941,17,92,0.00013909954577684402,8.510611951351166e-05,0.0010721581056714058,0.0010550366714596748,0.0007305629551410675,354772,372245,79368,17,92,0.0007305629551410675,4.297429147888632e-05
FamilyA_d2_M8_relu_seed0,FamilyA,relu,2,8,8,33,33.0,1.0,33,15645,6147,565136,611328,136194,22.156173743289408,186.27272727272728,4127.090909090909,33,210,0.0002382677048444748,0.0001642117276787758,0.00193072110414505,0.0017822496592998505,0.001329156570136547,565136,611328,136194,33,210,0.001329156570136547,4.027747182231961e-05
FamilyA_d2_M8_relu_seed1,FamilyA,relu,2,8,8,27,27.0,1.0,27,12564,5003,462714,503915,112556,22.497701379172497,185.2962962962963,4168.740740740741,27,186,0.000201445072889328,0.00013303011655807495,0.0014018416404724121,0.0015158401802182198,0.0011151209473609924,462714,503915,112556,27,186,0.0011151209473609924,4.130077582818491e-05
FamilyA_d2_M8_relu_seed2,FamilyA,relu,2,8,8,26,25.0,1.04,25,11722,4658,444990,488795,109533,23.51502790897381,186.32,4381.32,25,194,0.00019586365669965744,0.00012523960322141647,0.0013596490025520325,0.0014675157144665718,0.0010692579671740532,444990,488795,109533,25,194,0.0010692579671740532,4.2770318686962127e-05
FamilyA_d2_M8_leakyrelu_seed0,FamilyA,leakyrelu,2,8,8,33,33.0,1.0,33,15729,6147,567147,613339,137514,22.370912640312348,186.27272727272728,4167.090909090909,33,210,0.0002377089112997055,0.0001630214974284172,0.0017300061881542206,0.0018264828249812126,0.0012600123882293701,567147,613339,137514,33,210,0.0012600123882293701,3.818219358270819e-05
FamilyA_d2_M8_leakyrelu_seed1,FamilyA,leakyrelu,2,8,8,27,27.0,1.0,27,12666,5003,464429,505630,113636,22.713571856885867,185.2962962962963,4208.740740740741,27,186,0.00019995495676994324,0.00013356003910303116,0.001429813914000988,0.0015226108953356743,0.0010456368327140808,464429,505630,113636,27,186,0.0010456368327140808,3.872729010052151e-05
FamilyA_d2_M8_leakyrelu_seed2,FamilyA,leakyrelu,2,8,8,26,25.0,1.04,25,11847,4658,446531,490336,110573,23.73829969944182,186.32,4422.92,25,194,0.0001937132328748703,0.0001276591792702675,0.0013125557452440262,0.0014628376811742783,0.0010090339928865433,446531,490336,110573,25,194,0.0010090339928865433,4.036135971546173e-05
FamilyA_d2_M8_abs_seed0,FamilyA,abs,2,8,8,33,33.0,1.0,33,15436,6147,564353,610545,135930,22.113225963884823,186.27272727272728,4119.090909090909,33,210,0.00023738760501146317,0.0001624617725610733,0.0016541611403226852,0.0018195323646068573,0.001269613392651081,564353,610545,135930,33,210,0.001269613392651081,3.847313311063882e-05
FamilyA_d2_M8_abs_seed1,FamilyA,abs,2,8,8,27,27.0,1.0,27,12551,5003,462416,503617,112340,22.454527283629822,185.2962962962963,4160.740740740741,27,186,0.00019773375242948532,0.00013399869203567505,0.0013908213004469872,0.0017567174509167671,0.0010437360033392906,462416,503617,112340,27,186,0.0010437360033392906,3.865688901256632e-05
FamilyA_d2_M8_abs_seed2,FamilyA,abs,2,8,8,26,25.0,1.04,25,11813,4658,444926,488731,109325,23.470373550880208,186.32,4373.0,25,194,0.00019175466150045395,0.00012654997408390045,0.0013211555778980255,0.0014943089336156845,0.001028815284371376,444926,488731,109325,25,194,0.001028815284371376,4.115261137485504e-05
FamilyA_d2_M8_maxout_seed0,FamilyA,maxout,2,8,8,29,29.0,1.0,29,13757,5394,832846,874630,175329,32.504449388209125,186.0,6045.827586206897,29,190,0.0002285260707139969,0.0001483708620071411,0.0022353744134306908,0.0024140365421772003,0.001821933314204216,832846,874630,175329,29,190,0.001821933314204216,6.28252866966971e-05
FamilyA_d2_M8_maxout_seed1,FamilyA,maxout,2,8,8,25,25.0,1.0,25,11644,4623,719292,755678,151296,32.72680077871512,184.92,6051.84,25,166,0.00019702501595020294,0.00012450851500034332,0.0019918549805879593,0.0020722709596157074,0.001371460035443306,719292,755678,151296,25,166,0.001371460035443306,5.485840141773224e-05
FamilyA_d2_M8_maxout_seed2,FamilyA,maxout,2,8,8,27,27.0,1.0,27,12542,4991,776070,815622,163448,32.74854738529353,184.85185185185185,6053.62962962963,27,180,0.00020439457148313522,0.00013239961117506027,0.0021171336993575096,0.0022520842030644417,0.0014640456065535545,776070,815622,163448,27,180,0.0014640456065535545,5.4223911353835353e-05
FamilyA_d2_M10_relu_seed0,FamilyA,relu,2,10,10,43,43.0,1.0,43,22232,8341,950536,1038141,219227,26.283059585181633,193.97674418604652,5098.302325581395,43,350,0.00033091381192207336,0.00022659637033939362,0.0026290714740753174,0.003012179397046566,0.002141416072845459,950536,1038141,219227,43,350,0.002141416072845459,4.98003737871037e-05
FamilyA_d2_M10_relu_seed1,FamilyA,relu,2,10,10,44,44.0,1.0,44,22730,8518,972076,1055200,222308,26.09861469828598,193.5909090909091,5052.454545454545,44,335,0.00033382512629032135,0.00022176560014486313,0.0027015460655093193,0.0030721640214323997,0.0021272944286465645,972076,1055200,222308,44,335,0.0021272944286465645,4.8347600651058286e-05
FamilyA_d2_M10_relu_seed2,FamilyA,relu,2,10,10,35,34.0,1.0294117647058822,34,17492,6583,773705,845619,178466,27.110132158590307,193.61764705882354,5249.0,34,287,0.00027028005570173264,0.00018005352467298508,0.002452528104186058,0.00245651975274086,0.0016980543732643127,773705,845619,178466,34,287,0.0016980543732643127,4.9942775684244494e-05
FamilyA_d2_M10_leakyrelu_seed0,FamilyA,leakyrelu,2,10,10,43,43.0,1.0,43,22385,8341,953810,1041415,221377,26.540822443352116,193.97674418604652,5148.302325581395,43,350,0.0003367047756910324,0.00023119710385799408,0.002879650332033634,0.003125586546957493,0.002413524314761162,953810,1041415,221377,43,350,0.002413524314761162,5.612847243630609e-05
FamilyA_d2_M10_leakyrelu_seed1,FamilyA,leakyrelu,2,10,10,44,44.0,1.0,44,22851,8518,975500,1058624,224508,26.356891289034984,193.5909090909091,5102.454545454545,44,335,0.00033802445977926254,0.00022412650287151337,0.0027911625802516937,0.0030716843903064728,0.0020991722121834755,975500,1058624,224508,44,335,0.0020991722121834755,4.770845936780626e-05
FamilyA_d2_M10_leakyrelu_seed2,FamilyA,leakyrelu,2,10,10,35,34.0,1.0294117647058822,34,17598,6583,776074,847988,180216,27.375968403463467,193.61764705882354,5300.470588235294,34,287,0.0002817409113049507,0.0001818239688873291,0.002206760458648205,0.0024785511195659637,0.0017485180869698524,776074,847988,180216,34,287,0.0017485180869698524,5.1427002557936834e-05
FamilyA_d2_M10_abs_seed0,FamilyA,abs,2,10,10,43,43.0,1.0,43,22216,8341,950046,1037651,218797,26.231507013547535,193.97674418604652,5088.302325581395,43,350,0.0003322334960103035,0.00022250693291425705,0.00271470844745636,0.0030835838988423347,0.002055278979241848,950046,1037651,218797,43,350,0.002055278979241848,4.779718556376391e-05
FamilyA_d2_M10_abs_seed1,FamilyA,abs,2,10,10,44,44.0,1.0,44,22729,8518,971589,1054713,221868,26.046959380136183,193.5909090909091,5042.454545454545,44,335,0.00034844502806663513,0.0002346271649003029,0.0027697021141648293,0.0034362711012363434,0.002091142348945141,971589,1054713,221868,44,335,0.002091142348945141,4.752596247602593e-05
FamilyA_d2_M10_abs_seed2,FamilyA,abs,2,10,10,35,34.0,1.0294117647058822,34,17510,6583,773320,845234,178116,27.056964909615676,193.61764705882354,5238.705882352941,34,287,0.00027272943407297134,0.0001934841275215149,0.0024893609806895256,0.0436210660263896,0.0019723931327462196,773320,845234,178116,34,287,0.0019723931327462196,5.801156272782999e-05
FamilyA_d2_M10_maxout_seed0,FamilyA,maxout,2,10,10,31,31.0,1.0,31,15637,5928,1157405,1222329,232229,39.17493252361673,191.2258064516129,7491.258064516129,31,256,0.0002619791775941849,0.0001650014892220497,0.003046630881726742,0.003228285349905491,0.002094082534313202,1157405,1222329,232229,31,256,0.002094082534313202,6.755104949397426e-05
FamilyA_d2_M10_maxout_seed1,FamilyA,maxout,2,10,10,38,38.0,1.0,38,19364,7297,1419041,1492248,282849,38.762368096478006,192.02631578947367,7443.394736842105,38,295,0.0003116931766271591,0.00019716378301382065,0.003775663673877716,0.003983339294791222,0.0025555863976478577,1419041,1492248,282849,38,295,0.0025555863976478577,6.725227362231205e-05
FamilyA_d2_M10_maxout_seed2,FamilyA,maxout,2,10,10,39,39.0,1.0,39,19953,7526,1458431,1535476,290930,38.656656922668084,192.97435897435898,7459.74358974359,39,310,0.0003314046189188957,0.00020395498722791672,0.0038648713380098343,0.0044588353484869,0.002825436182320118,1458431,1535476,290930,39,310,0.002825436182320118,7.244708159795174e-05
FamilyA_d3_M4_relu_seed0,FamilyA,relu,3,4,4,12,12.0,1.0,12,5552,2284,108331,114805,29547,12.936514886164623,190.33333333333334,2462.25,12,43,0.00010612793266773224,7.264502346515656e-05,0.00045259296894073486,0.000406620092689991,0.0002956623211503029,108331,114805,29547,12,43,0.0002956623211503029,2.4638526762525242e-05
FamilyA_d3_M4_relu_seed1,FamilyA,relu,3,4,4,14,14.0,1.0,14,6442,2659,125961,132433,34048,12.804813839789395,189.92857142857142,2432.0,14,45,0.000117558054625988,7.886532694101334e-05,0.0005105184391140938,0.0004642242565751076,0.000593983568251133,125961,132433,34048,14,45,0.000593983568251133,4.242739773222378e-05
FamilyA_d3_M4_relu_seed2,FamilyA,relu,3,4,4,14,14.0,1.0,14,6462,2660,126559,133031,34049,12.800375939849625,190.0,2432.0714285714284,14,45,0.00011914782226085663,7.541477680206299e-05,0.0005295183509588242,0.00045671314001083374,0.0003209831193089485,126559,133031,34049,14,45,0.0003209831193089485,2.2927365664924893e-05
FamilyA_d3_M4_leakyrelu_seed0,FamilyA,leakyrelu,3,4,4,12,12.0,1.0,12,5583,2284,108679,115153,29787,13.041593695271454,190.33333333333334,2482.25,12,43,0.00010437704622745514,7.192511111497879e-05,0.0007156422361731529,0.0003986284136772156,0.0002971421927213669,108679,115153,29787,12,43,0.0002971421927213669,2.476184939344724e-05
FamilyA_d3_M4_leakyrelu_seed1,FamilyA,leakyrelu,3,4,4,14,14.0,1.0,14,6474,2659,126409,132881,34328,12.910116585182399,189.92857142857142,2452.0,14,45,0.0001182975247502327,7.728580385446548e-05,0.0005189785733819008,0.0004530232399702072,0.0003275834023952484,126409,132881,34328,14,45,0.0003275834023952484,2.3398814456803458e-05
FamilyA_d3_M4_leakyrelu_seed2,FamilyA,leakyrelu,3,4,4,14,14.0,1.0,14,6533,2660,126998,133470,34329,12.905639097744361,190.0,2452.0714285714284,14,45,0.00011842790991067886,7.685460150241852e-05,0.0005123177543282509,0.0004612728953361511,0.00033373478800058365,126998,133470,34329,14,45,0.00033373478800058365,2.383819914289883e-05
FamilyA_d3_M4_abs_seed0,FamilyA,abs,3,4,4,12,12.0,1.0,12,5612,2284,108390,114864,29499,12.915499124343258,190.33333333333334,2458.25,12,43,0.00010816752910614014,6.823427975177765e-05,0.00046499352902173996,0.0003917589783668518,0.0002881409600377083,108390,114864,29499,12,43,0.0002881409600377083,2.4011746669809025e-05
FamilyA_d3_M4_abs_seed1,FamilyA,abs,3,4,4,14,14.0,1.0,14,6508,2659,125992,132464,33992,12.783753290710793,189.92857142857142,2428.0,14,45,0.00011535920202732086,7.631536573171616e-05,0.0005152570083737373,0.0004475424066185951,0.00033465493470430374,125992,132464,33992,14,45,0.00033465493470430374,2.390392390745027e-05
FamilyA_d3_M4_abs_seed2,FamilyA,abs,3,4,4,14,14.0,1.0,14,6494,2660,126552,133024,33993,12.779323308270676,190.0,2428.0714285714284,14,45,0.00011666864156723022,7.495563477277756e-05,0.0005155075341463089,0.0007323045283555984,0.000340145081281662,126552,133024,33993,14,45,0.000340145081281662,2.4296077234404428e-05
FamilyA_d3_M4_maxout_seed0,FamilyA,maxout,3,4,4,14,14.0,1.0,14,6509,2660,198642,205114,47377,17.810902255639096,190.0,3384.0714285714284,14,45,0.00011569913476705551,8.178595453500748e-05,0.0007382044568657875,0.0006191348657011986,0.0004471428692340851,198642,205114,47377,14,45,0.0004471428692340851,3.193877637386322e-05
FamilyA_d3_M4_maxout_seed1,FamilyA,maxout,3,4,4,14,14.0,1.0,14,6558,2662,199126,205598,47379,17.798271975957928,190.14285714285714,3384.214285714286,14,45,0.00011741835623979568,7.752608507871628e-05,0.0007225824519991875,0.000665067695081234,0.000437992624938488,199126,205598,47379,14,45,0.000437992624938488,3.128518749560628e-05
FamilyA_d3_M4_maxout_seed2,FamilyA,maxout,3,4,4,14,14.0,1.0,14,6552,2660,199569,206041,47377,17.810902255639096,190.0,3384.0714285714284,14,45,0.00012028869241476059,7.742643356323242e-05,0.0007611550390720367,0.0006374958902597427,0.00043324194848537445,199569,206041,47377,14,45,0.00043324194848537445,3.0945853463241034e-05
FamilyA_d3_M6_relu_seed0,FamilyA,relu,3,6,6,33,33.0,1.0,33,15351,6263,436192,458128,108311,17.293788919048378,189.78787878787878,3282.151515151515,33,126,0.0002486882731318474,0.00016224198043346405,0.0014494163915514946,0.0014247847720980644,0.0010020723566412926,436192,458128,108311,33,126,0.0010020723566412926,3.036582898913008e-05
FamilyA_d3_M6_relu_seed1,FamilyA,relu,3,6,6,34,34.0,1.0,34,15768,6464,448367,471767,111841,17.302134900990097,190.11764705882354,3289.4411764705883,34,133,0.0002482878044247627,0.00016795191913843155,0.0015964163467288017,0.001487179659307003,0.0010314146056771278,448367,471767,111841,34,133,0.0010314146056771278,3.0335723696386113e-05
FamilyA_d3_M6_relu_seed2,FamilyA,relu,3,6,6,36,36.0,1.0,36,16910,6851,474535,499510,118447,17.289008903809663,190.30555555555554,3290.1944444444443,36,141,0.0002548098564147949,0.00017450284212827682,0.0016585811972618103,0.0015717940405011177,0.0010911393910646439,474535,499510,118447,36,141,0.0010911393910646439,3.030942752957344e-05
FamilyA_d3_M6_leakyrelu_seed0,FamilyA,leakyrelu,3,6,6,33,33.0,1.0,33,15497,6263,437981,459917,109301,17.45186013092767,189.78787878787878,3312.151515151515,33,126,0.00023965630680322647,0.00015824101865291595,0.0015321625396609306,0.0014684367924928665,0.0010016728192567825,437981,459917,109301,33,126,0.0010016728192567825,3.035372179566008e-05
FamilyA_d3_M6_leakyrelu_seed1,FamilyA,leakyrelu,3,6,6,34,34.0,1.0,34,15910,6464,449989,473389,112861,17.45993193069307,190.11764705882354,3319.4411764705883,34,133,0.0002509588375687599,0.00017755292356014252,0.0016292687505483627,0.0014838175848126411,0.0011872956529259682,449989,473389,112861,34,133,0.0011872956529259682,3.4920460380175535e-05
FamilyA_d3_M6_leakyrelu_seed2,FamilyA,leakyrelu,3,6,6,36,36.0,1.0,36,16961,6851,476046,501021,119527,17.44665012406948,190.30555555555554,3320.1944444444443,36,141,0.0002574985846877098,0.00017469283193349838,0.0016544302925467491,0.0016059968620538712,0.0017043640837073326,476046,501021,119527,36,141,0.0017043640837073326,4.734344676964813e-05
