instance,family,activation,dim,modules,threshold_label,task_kind,threshold_reference,t,g_min,threshold_margin,is_true_threshold,n_violating_live_leaves,U_ge_transfer,dict_size_thr_transfer,dict_size_thr_parent,dict_size_thr_drop,dict_size_thr_mix,dict_size_threshold_union,OPT_ge_exposed_milp,OPT_ge_exposed_greedy,OPT_ge_exposed_lp_rounding,LB_ge_omega_common,LB_ge_chi_exact_common,LB_ge_omega_exposed,LB_ge_chi_exact_exposed,LB_ge_omega,LB_ge_chi_exact,T_min_ge_milp,timeout_ge_milp,false_control_behavior,OPT_ge_over_OPT_eq,gap_transfer_over_opt,gap_opt_over_lb_exposed,true_VAC_ge_L_grd
tiny_residual_2d,GoldTiny,Residual+ReLU,2,1,tight_true,canonical_true,g_min,0.2,0.2,0.0,True,0,2.0,2,0,3,0,3,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,0.000658547505736351,False,finite_cover,0.5,2.0,1.0,1.0
tiny_residual_2d,GoldTiny,Residual+ReLU,2,1,false_control,false_control,g_min_plus_delta,0.22,0.2,-0.01999999999999999,False,2,inf,0,0,0,0,0,,,,2,2.0,2,2.0,2,2.0,,,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_relu_seed0,FamilyA,relu,2,4,tight_true,canonical_true,g_min,-1.85,-1.85,0.0,True,0,11.0,11,0,39,0,39,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004688160493969917,False,finite_cover,0.5454545454545454,1.8333333333333333,1.0,
FamilyA_d2_M4_relu_seed0,FamilyA,relu,2,4,false_control,false_control,g_min_plus_delta,-1.83,-1.85,-0.020000000000000018,False,1,inf,10,0,34,0,34,inf,inf,inf,4,4.0,7,7.0,7,7.0,0.0006500370800495148,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_relu_seed1,FamilyA,relu,2,4,tight_true,canonical_true,g_min,-0.32,-0.32,0.0,True,0,10.0,10,0,36,0,36,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.005099191330373287,False,finite_cover,0.6,1.6666666666666667,1.0,
FamilyA_d2_M4_relu_seed1,FamilyA,relu,2,4,false_control,false_control,g_min_plus_delta,-0.3,-0.32,-0.020000000000000018,False,6,inf,4,0,13,0,13,inf,inf,inf,8,8.0,9,9.0,9,9.0,0.0006379960104823112,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_relu_seed2,FamilyA,relu,2,4,tight_true,canonical_true,g_min,-1.525,-1.525,0.0,True,0,11.0,11,0,39,0,39,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004698982462286949,False,finite_cover,0.6,1.8333333333333333,1.0,
FamilyA_d2_M4_relu_seed2,FamilyA,relu,2,4,false_control,false_control,g_min_plus_delta,-1.505,-1.525,-0.020000000000000018,False,2,inf,9,0,30,0,30,inf,inf,inf,5,5.0,7,7.0,7,7.0,0.000655248761177063,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_leakyrelu_seed0,FamilyA,leakyrelu,2,4,tight_true,canonical_true,g_min,-2.121,-2.121,0.0,True,0,11.0,11,0,39,0,39,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.0049293190240859985,False,finite_cover,0.5454545454545454,1.8333333333333333,1.0,
FamilyA_d2_M4_leakyrelu_seed0,FamilyA,leakyrelu,2,4,false_control,false_control,g_min_plus_delta,-2.101,-2.121,-0.020000000000000018,False,1,inf,10,0,34,0,34,inf,inf,inf,4,4.0,7,7.0,7,7.0,0.0006636185571551323,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_leakyrelu_seed1,FamilyA,leakyrelu,2,4,tight_true,canonical_true,g_min,-0.63,-0.63,0.0,True,0,10.0,10,0,36,0,36,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.005020326003432274,False,finite_cover,0.6,1.6666666666666667,1.0,
FamilyA_d2_M4_leakyrelu_seed1,FamilyA,leakyrelu,2,4,false_control,false_control,g_min_plus_delta,-0.61,-0.63,-0.020000000000000018,False,1,inf,9,0,31,0,31,inf,inf,inf,4,4.0,7,7.0,7,7.0,0.000672709196805954,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_leakyrelu_seed2,FamilyA,leakyrelu,2,4,tight_true,canonical_true,g_min,-1.70175,-1.70175,0.0,True,0,11.0,11,0,39,0,39,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004902875982224941,False,finite_cover,0.6,1.8333333333333333,1.0,
FamilyA_d2_M4_leakyrelu_seed2,FamilyA,leakyrelu,2,4,false_control,false_control,g_min_plus_delta,-1.68175,-1.70175,-0.020000000000000018,False,2,inf,9,0,30,0,30,inf,inf,inf,5,5.0,7,7.0,7,7.0,0.0006606783717870712,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_abs_seed0,FamilyA,abs,2,4,tight_true,canonical_true,g_min,-0.35250000000000004,-0.35250000000000004,0.0,True,0,11.0,11,0,39,0,39,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004880624823272228,False,finite_cover,0.5454545454545454,1.8333333333333333,1.0,
FamilyA_d2_M4_abs_seed0,FamilyA,abs,2,4,false_control,false_control,g_min_plus_delta,-0.3325,-0.35250000000000004,-0.020000000000000018,False,7,inf,4,0,13,0,13,inf,inf,inf,8,8.0,9,9.0,9,9.0,0.0006469674408435822,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_abs_seed1,FamilyA,abs,2,4,tight_true,canonical_true,g_min,0.11499999999999999,0.11499999999999999,0.0,True,0,10.0,10,0,36,0,36,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.005094291642308235,False,finite_cover,0.6,1.6666666666666667,1.0,
FamilyA_d2_M4_abs_seed1,FamilyA,abs,2,4,false_control,false_control,g_min_plus_delta,0.13499999999999998,0.11499999999999999,-0.01999999999999999,False,4,inf,6,0,20,0,20,inf,inf,inf,6,6.0,8,8.0,8,8.0,0.00066421739757061,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_abs_seed2,FamilyA,abs,2,4,tight_true,canonical_true,g_min,0.0024999999999999883,0.0024999999999999883,0.0,True,0,11.0,11,0,39,0,39,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004866303876042366,False,finite_cover,0.6,1.8333333333333333,1.0,
FamilyA_d2_M4_abs_seed2,FamilyA,abs,2,4,false_control,false_control,g_min_plus_delta,0.02249999999999999,0.0024999999999999883,-0.02,False,4,inf,7,0,23,0,23,inf,inf,inf,6,6.0,8,8.0,8,8.0,0.0006406176835298538,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_maxout_seed0,FamilyA,maxout,2,4,tight_true,canonical_true,g_min,-0.1584375,-0.1584375,0.0,True,0,10.0,10,0,36,0,36,5.0,5.0,5.0,1,1.0,5,5.0,5,5.0,0.005105791613459587,False,finite_cover,0.5,2.0,1.0,
FamilyA_d2_M4_maxout_seed0,FamilyA,maxout,2,4,false_control,false_control,g_min_plus_delta,-0.13843750000000002,-0.1584375,-0.01999999999999999,False,6,inf,4,0,13,0,13,inf,inf,inf,7,7.0,8,8.0,8,8.0,0.0006383871659636497,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_maxout_seed1,FamilyA,maxout,2,4,tight_true,canonical_true,g_min,-0.055,-0.055,0.0,True,0,9.0,9,0,33,0,33,5.0,5.0,5.0,1,1.0,5,5.0,5,5.0,0.005455527454614639,False,finite_cover,0.5555555555555556,1.8,1.0,
FamilyA_d2_M4_maxout_seed1,FamilyA,maxout,2,4,false_control,false_control,g_min_plus_delta,-0.035,-0.055,-0.019999999999999997,False,6,inf,3,0,10,0,10,inf,inf,inf,7,7.0,8,8.0,8,8.0,0.0006482070311903954,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M4_maxout_seed2,FamilyA,maxout,2,4,tight_true,canonical_true,g_min,-0.19437500000000002,-0.19437500000000002,0.0,True,0,9.0,9,0,33,0,33,5.0,5.0,5.0,1,1.0,5,5.0,5,5.0,0.0051552047953009605,False,finite_cover,0.5555555555555556,1.8,1.0,
FamilyA_d2_M4_maxout_seed2,FamilyA,maxout,2,4,false_control,false_control,g_min_plus_delta,-0.17437500000000003,-0.19437500000000002,-0.01999999999999999,False,4,inf,5,0,17,0,17,inf,inf,inf,6,6.0,7,7.0,7,7.0,0.0006460873410105705,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M6_relu_seed0,FamilyA,relu,2,6,tight_true,canonical_true,g_min,0.07833333333333332,0.07833333333333332,0.0,True,0,20.0,20,0,108,0,108,10.0,10.0,10.0,1,,9,,9,,0.00399033073335886,False,finite_cover,0.5,2.0,1.1111111111111112,
FamilyA_d2_M6_relu_seed0,FamilyA,relu,2,6,false_control,false_control,g_min_plus_delta,0.09833333333333333,0.07833333333333332,-0.020000000000000004,False,2,inf,18,0,95,0,95,inf,inf,inf,4,,10,,10,,0.0007382147014141083,False,no_finite_cover_or_timeout,,,,
FamilyA_d2_M6_relu_seed1,FamilyA,relu,2,6,tight_true,canonical_true,g_min,-0.5000000000000001,-0.5000000000000001,0.0,True,0,18.0,18,0,98,0,98,9.0,9.0,9.0,1,,8,,8,,0.0041885050013661385,False,finite_cover,0.5,2.0,1.125,
FamilyA_d2_M6_relu_seed1,FamilyA,relu,2,6,false_control,false_control,g_min_plus_delta,-0.4800000000000001,-0.5000000000000001,-0.020000000000000018,False,6,inf,12,0,63,0,63,inf,inf,inf,8,,12,,12,,0.0007199021056294441,False,no_finite_cover_or_timeout,,,,
